"","bird_id","season","period","colony","age_class","sex","deploy_num","start","end","F_dives","vert_dist","av_maxdep","dive_time","av_dive_eff","av_descr","av_descr_15","na.rm","F_dives_PH","vert_dist_PH","F_dives_PHSD","vert_dist_PHSD","br_st"
"159",63108,"2018","Incubation","ROYD","Young","F",3,"2018-11-01","2018-12-15",6249,761322.893682,42.1354389358297,866016,0.36939701543847,1.56346043099856,1.61039223254438,TRUE,5.78611111111111,704.928605261111,25.9768872630529,3164.79420386598,"Successful breeder"
"160",63108,"2018","Moult","ROYD","Young","F",3,"2019-02-01","2019-04-14",5472,612771.611446,27.2017765204678,775278,0.368867215864784,1.53359203053728,1.50770615892857,TRUE,3.12328767123288,349.75548598516,25.4092080518214,2845.40229595784,"Successful breeder"
"161",63137,"2016","Moult","ROYD","Young","F",1,"2017-02-01","2017-04-14",4417,426817.527682,31.7734561467059,762262,0.34039719222547,1.20166788956305,1.53739429824561,TRUE,2.52111872146119,243.617310320776,20.8605440124262,2015.76767522873,"Non breeder"
"162",63137,"2016","Outgoing migration","ROYD","Young","F",1,"2017-04-15","2017-05-31",879,156074.229888,23.4455501706485,315637,0.354397718084187,1.10675831194539,1.35248759770115,TRUE,0.779255319148936,138.363678978723,10.0254406169112,1780.10571509931,"Non breeder"
"163",63137,"2016","Migration max","ROYD","Young","F",1,"2017-06-01","2017-08-15",6552,784554.425754,55.4682118956044,1088030,0.400789093354609,1.50991377101648,1.27343668,TRUE,3.59210526315789,430.128522891447,21.6788140032904,2595.88056644982,"Non breeder"
"164",63137,"2016","Returning migration","ROYD","Young","F",1,"2017-08-16","2017-10-31",9192,1216955.672888,50.3468539936902,1940372,0.368693304929504,1.37414406648172,1.21059658333333,TRUE,4.97402597402597,658.525797017316,17.054049429697,2257.83531322695,"Non breeder"
"165",63137,"2018","Chick rearing","ROYD","Young","F",3,"2018-12-16","2019-01-31",7324,1025743.121648,48.6177578113053,1333293,0.372085875635718,1.44449887871382,1.44193250977273,TRUE,6.49290780141844,909.346739049645,19.7753982057957,2769.59020855341,"Successful breeder"
"166",63137,"2018","Outgoing migration","ROYD","Young","F",3,"2019-04-15","2019-05-31",636,212568.21961,18.1724060534591,275666,0.460963580880503,1.31823058663522,1.3831930412844,TRUE,0.563829787234043,188.447003200355,8.30570327860527,2775.98829959444,"Successful breeder"
"167",63137,"2018","Moult","ROYD","Young","F",3,"2019-02-01","2019-04-14",4072,437735.559962,24.0220540618861,712338,0.420994199505427,1.35658011274558,1.40908020990826,TRUE,2.32420091324201,249.849063905251,20.5789948030289,2212.21950234748,"Successful breeder"
"168",63137,"2018","Incubation","ROYD","Young","F",3,"2018-11-18","2018-12-15",5924,487742.86889,30.5065207579338,769296,0.455574382332714,1.43153410855841,1.53940458682877,TRUE,5.48518518518518,451.613767490741,27.7219691770138,2282.44307523242,"Successful breeder"
"169",63137,"2018","Migration max","ROYD","Young","F",3,"2019-06-01","2019-08-15",6687,1064061.942234,62.1875564662779,1298799,0.388717815232466,1.56506633882159,1.31789524876847,TRUE,3.66611842105263,583.367292891447,18.5349696142359,2949.35782368357,"Successful breeder"
"170",63137,"2018","Returning migration","ROYD","Young","F",3,"2019-08-16","2019-10-31",12018,1649023.317622,51.9511089682143,2062564,0.384661480520969,1.56086569400899,1.32917412120141,TRUE,6.50324675324675,892.32863507684,20.9762218287529,2878.20593370155,"Successful breeder"
"171",70164,"2016","Moult","CROZ","Middle-age","F",1,"2017-02-01","2017-04-14",6823,786508.623158,33.2664500981973,1162117,0.363874752427378,1.42758335912355,1.45615038290598,TRUE,3.89440639269406,448.920447007991,21.1362539227978,2436.44232325041,"Failed breeder"
"172",70164,"2016","Migration max","CROZ","Middle-age","F",1,"2017-06-01","2017-08-15",6975,1210512.825056,72.3802482207885,1188174,0.324420763258781,1.629087229319,1.31187107627119,TRUE,3.82401315789474,663.658347070175,21.1332683596847,3667.68349602129,"Failed breeder"
"173",70164,"2016","Returning migration","CROZ","Middle-age","F",1,"2017-08-16","2017-10-31",12173,1845131.701012,63.9210243900435,2072789,0.368473362418779,1.59196397965169,1.30468899411765,TRUE,6.58712121212121,998.447890158009,21.1419493252811,3204.60699262839,"Failed breeder"
"174",70164,"2016","Outgoing migration","CROZ","Middle-age","F",1,"2017-04-15","2017-05-31",4765,518623.01054,41.7045527366212,655701,0.385591402200567,1.58536357320042,1.50470204444444,TRUE,4.22429078014184,459.772172464539,26.1613143795724,2847.39971106343,"Failed breeder"
"175",70164,"2017","Chick rearing","CROZ","Middle-age","F",2,"2017-12-16","2018-01-31",4559,576020.96586,26.5933641280983,896312,0.359612525626234,1.29077106420268,1.43829612073643,TRUE,4.04166666666667,510.65688462766,18.311034550469,2313.56433596337,"Non breeder"
"176",70164,"2017","Migration max","CROZ","Middle-age","F",2,"2018-06-01","2018-08-15",4471,738351.882504,54.4054426839633,866738,0.376346708789197,1.63075920480877,1.51484949393939,TRUE,2.45120614035088,404.798181197368,18.570317673853,3066.74771039737,"Non breeder"
"177",70164,"2017","Outgoing migration","CROZ","Middle-age","F",2,"2018-04-15","2018-05-31",812,147441.50637,25.7257704926108,231619,0.370991223033251,1.2436431955665,1.39587945288462,TRUE,0.719858156028369,130.710555292553,12.6207262789322,2291.64888429706,"Non breeder"
"178",70164,"2017","Incubation","CROZ","Middle-age","F",2,"2017-11-01","2017-12-15",4389,515001.269556,30.2038108293461,778031,0.354985890265573,1.33477657302347,1.38266851421053,TRUE,4.06388888888889,476.853027366667,20.3081882341449,2382.94434335084,"Non breeder"
"179",70164,"2017","Moult","CROZ","Middle-age","F",2,"2018-02-01","2018-04-14",4314,496995.859356,24.9516572693556,676158,0.368362013137923,1.52494568013445,1.51129330892019,TRUE,2.46232876712329,283.673435705479,22.9685960973619,2646.10504302486,"Non breeder"
"180",70164,"2017","Returning migration","CROZ","Middle-age","F",2,"2018-08-16","2018-10-31",9404,1492661.849948,54.6875267088473,1730169,0.360985652390121,1.5721109878456,1.43487687366864,TRUE,5.08874458874459,807.717451270563,19.5671058723165,3105.81374409829,"Non breeder"
"181",70164,"2018","Migration max","CROZ","Middle-age","F",3,"2019-06-01","2019-08-15",8924,1325240.2878,56.769365538996,1623673,0.397717538118803,1.69259096339086,1.83218502366589,TRUE,4.89254385964912,726.557175328947,19.7862500638983,2938.31641967317,"Successful breeder"
"182",70164,"2018","Outgoing migration","CROZ","Middle-age","F",3,"2019-04-15","2019-05-31",1411,253552.411942,27.9345868603827,396856,0.368570274826364,1.38115471041814,1.47176052512821,TRUE,1.2508865248227,224.78050704078,12.7996048944705,2300.05010127401,"Successful breeder"
"183",70164,"2018","Moult","CROZ","Middle-age","F",3,"2019-02-01","2019-04-14",3518,394315.458768,23.9520512222854,482442,0.360854342347072,1.58419045659466,1.58334448504854,TRUE,2.00799086757991,225.065901123288,26.2514457696469,2942.39649857351,"Successful breeder"
"184",70164,"2018","Returning migration","CROZ","Middle-age","F",3,"2019-08-16","2019-10-31",8890,1500599.87023,50.9099118706412,1914621,0.343274062407334,1.49287148214623,1.39661548707483,TRUE,4.81060606060606,812.012916791126,16.7155797413692,2821.52944777478,"Successful breeder"
"185",70164,"2018","Chick rearing","CROZ","Middle-age","F",3,"2018-12-17","2019-01-31",6918,1472699.34554,67.94600660451,1712886,0.291552226280717,1.6819708343741,1.32179208621795,TRUE,6.13297872340426,1305.58452618794,14.5396716418956,3095.19585304801,"Successful breeder"
"186",70164,"2018","Incubation","CROZ","Middle-age","F",3,"2018-11-01","2018-12-14",8002,840741.258322,37.8167573469133,1001938,0.384193955384404,1.53761463854036,1.67281571418803,TRUE,7.40925925925926,778.464128075926,28.7514796324723,3020.814192055,"Successful breeder"
"187",70213,"2017","Migration max","CROZ","Young","M",2,"2018-06-03","2018-08-15",601,101636.765162,38.9529961064892,171071,0.374667074310649,1.07802682712146,0.6160349,TRUE,0.329495614035088,55.7219107247807,12.6473803274664,2138.83331823161,"Non breeder"
"188",70213,"2017","Chick rearing","CROZ","Young","M",2,"2018-01-06","2018-01-31",2300,340060.194712,45.3602223521739,450722,0.319183137787826,1.3420711973913,1.54528576393443,TRUE,2.03900709219858,301.471803822695,18.3705255124001,2716.12368813415,"Non breeder"
"189",70213,"2017","Moult","CROZ","Young","M",2,"2018-02-01","2018-04-14",4015,484664.357624,35.0074670909091,659604,0.344901441239701,1.39749779374844,1.49069404655738,TRUE,2.29166666666667,276.634907319635,21.9131478887332,2645.21089539542,"Non breeder"
"190",70213,"2017","Outgoing migration","CROZ","Young","M",2,"2018-04-15","2018-05-31",444,72431.744814,19.7812803603604,131086,0.366422031315541,1.07057913153153,1.29405718659794,TRUE,0.393617021276596,64.2125397287234,12.1935218101094,1989.18482012114,"Non breeder"
"191",70213,"2017","Returning migration","CROZ","Young","M",2,"2018-08-16","2018-10-31",5039,720551.721904,37.5853970529867,1240366,0.391160466126593,1.23346376304822,1.36132910305677,TRUE,2.7267316017316,389.908940424242,14.625038093595,2091.30708101834,"Non breeder"
"192",70213,"2018","Chick rearing","CROZ","Young","M",3,"2018-12-16","2019-01-31",5175,939225.397216,73.5188810782609,1150217,0.29400442973913,1.39445778013527,1.31510679305556,TRUE,4.58776595744681,832.646628737589,16.196943707144,2939.62915691352,"Successful breeder"
"193",70213,"2018","Incubation","CROZ","Young","M",3,"2018-11-01","2018-12-15",3046,391520.565226,35.6965885751806,688575,0.344202899961261,1.08855504983585,1.33518904090909,TRUE,2.82037037037037,362.519041875926,15.9250626293432,2046.94337554166,"Successful breeder"
"194",70213,"2018","Returning migration","CROZ","Young","M",3,"2019-08-16","2019-10-31",9194,1175388.465546,48.3704660572112,1701302,0.398716702293996,1.33156047695236,1.32372460888889,TRUE,4.97510822510823,636.032719451299,19.4547470114066,2487.15306040056,"Successful breeder"
"195",70213,"2018","Migration max","CROZ","Young","M",3,"2019-06-01","2019-08-15",3641,483258.703204,48.9525337572096,756558,0.400904374334551,1.16665463378193,1.52739335625,TRUE,1.99616228070175,264.944464475877,17.3253075111227,2299.53464444815,"Successful breeder"
"196",70213,"2018","Outgoing migration","CROZ","Young","M",3,"2019-04-15","2019-05-28",2538,330364.027512,43.2646826359338,477235,0.373953725362333,1.32409529964539,1.5288659825,TRUE,2.25,292.875910914894,19.1452848177523,2492.08565809968,"Successful breeder"
"197",70213,"2018","Moult","CROZ","Young","M",3,"2019-02-01","2019-04-14",2768,469351.853112,43.7767035693642,778017,0.340047449007587,1.35962125498555,1.41982155442478,TRUE,1.57990867579909,267.894893328767,12.807946355928,2171.76060574923,"Successful breeder"
"198",70676,"2016","Returning migration","CROZ","Young","F",1,"2017-08-16","2017-10-31",11980,1360849.481088,42.9591767921536,1851614,0.423999038587412,1.5304065775793,1.57257932226776,TRUE,6.48268398268398,736.390411844156,23.2921116388189,2645.8312217972,"Failed breeder"
"199",70676,"2016","Outgoing migration","CROZ","Young","F",1,"2017-04-15","2017-05-31",830,241110.700506,31.0694419277108,357423,0.378142551060241,1.40055151493976,1.34647785705521,TRUE,0.735815602836879,213.750621015957,8.35984253951201,2428.49095279711,"Failed breeder"
"200",70676,"2016","Moult","CROZ","Young","F",1,"2017-02-01","2017-04-14",6258,618812.510538,27.5845728619367,950182,0.389765257299089,1.4383811980505,1.51766007516779,TRUE,3.57191780821918,353.20348775,23.7099839820161,2344.52456259622,"Failed breeder"
"201",70676,"2016","Migration max","CROZ","Young","F",1,"2017-06-01","2017-08-15",2631,475883.416708,52.4259689775751,638910,0.391991662746256,1.40817967483846,1.34231282794118,TRUE,1.44243421052632,260.900996002193,14.8246231863643,2681.41099708691,"Failed breeder"
"202",70676,"2018","Migration max","CROZ","Young","F",3,"2019-06-01","2019-08-15",621,310178.338114,23.4436085346216,414885,0.432012181513688,1.11428629452496,1.24906478837209,TRUE,0.340460526315789,170.053913439693,5.38848114537763,2691.44947927835,"Failed breeder"
"203",70676,"2018","Incubation","CROZ","Young","F",3,"2018-11-16","2018-12-15",2695,337964.341396,34.9748867087199,493218,0.345749249394063,1.41868629046382,1.51878056367521,TRUE,2.49537037037037,312.929945737037,19.6708149337615,2466.80297358491,"Failed breeder"
"204",70676,"2018","Moult","CROZ","Young","F",3,"2019-02-01","2019-04-14",4488,518895.367474,29.9479966532977,688511,0.363623534743538,1.51262508460339,1.54124278642534,TRUE,2.56164383561644,296.173154950913,23.46629175133,2713.13504491054,"Failed breeder"
"205",70676,"2018","Chick rearing","CROZ","Young","F",3,"2018-12-16","2019-01-31",4702,519164.756914,30.2018534325819,859330,0.348736769542748,1.37134549047214,1.51227144735294,TRUE,4.16843971631206,460.252444072695,19.6981369206242,2174.94225139399,"Failed breeder"
"206",70676,"2018","Outgoing migration","CROZ","Young","F",3,"2019-04-15","2019-05-31",1222,258132.072942,23.2851977168576,346828,0.393488692635025,1.47324509271686,1.49522893258929,TRUE,1.08333333333333,228.840490196809,12.6840970163885,2679.35536517006,"Failed breeder"
"207",70676,"2018","Returning migration","CROZ","Young","F",3,"2019-08-16","2019-10-31",10212,1300768.816938,37.7759702017235,1872560,0.412420857318841,1.40229720349589,1.27553045307263,TRUE,5.52597402597403,703.879229944805,19.6325885418892,2500.73041236425,"Failed breeder"
"208",71053,"2016","Returning migration","CROZ","Young","M",1,"2017-08-16","2017-10-31",3213,494137.522148,37.6139530625584,945872,0.340369607404949,1.08687722922502,1.4092190109589,TRUE,1.73863636363636,267.390434062771,12.2287159361943,1880.69324362366,"Failed breeder"
"209",71053,"2016","Moult","CROZ","Young","M",1,"2017-02-01","2017-04-14",3896,551706.092006,33.4259414912731,816950,0.309718918355493,1.22337961478439,1.47125348978102,TRUE,2.22374429223744,314.900737446347,17.1682477507803,2431.16706190293,"Failed breeder"
"210",71053,"2016","Outgoing migration","CROZ","Young","M",1,"2017-04-15","2017-05-31",480,118372.247764,25.9825899375,209417,0.328386649452917,1.28947536458333,1.40034291666667,TRUE,0.425531914893617,104.939935960993,8.25147910628077,2034.88776914195,"Failed breeder"
"211",71053,"2016","Migration max","CROZ","Young","M",1,"2017-06-01","2017-08-15",2931,491731.909532,64.4306575537359,658921,0.304537674922306,1.28436541412828,1.1948390754717,TRUE,1.60690789473684,269.589862682018,16.0134522954952,2686.5661806426,"Failed breeder"
"212",71053,"2017","Migration max","CROZ","Young","M",2,"2018-06-01","2018-08-15",2508,356120.363796,43.9207545574163,530959,0.342102256545175,1.24248734385965,1.42884621590909,TRUE,1.375,195.241427519737,17.0047028113282,2414.56178286007,"Non breeder"
"213",71053,"2017","Chick rearing","CROZ","Young","M",2,"2018-01-11","2018-01-31",1194,220409.360972,35.0451412311558,354524,0.318498522653266,1.25624425678392,1.31827196989247,TRUE,1.05851063829787,195.398369656028,12.1244259909061,2238.13817823109,"Non breeder"
"214",71053,"2017","Moult","CROZ","Young","M",2,"2018-02-01","2018-04-14",2394,382011.956908,24.1815572096909,558791,0.344501338736842,1.34908469715957,1.40484789126214,TRUE,1.36643835616438,218.043354399543,15.4232977982824,2461.10450037456,"Non breeder"
"215",71053,"2017","Incubation","CROZ","Young","M",2,"2017-11-01","2017-12-15",3766,501476.023858,29.282248212958,766710,0.335933828096415,1.31314904001593,1.43143071498258,TRUE,3.48703703703704,464.32965172037,17.6828266228431,2354.62389415659,"Non breeder"
"216",71053,"2017","Outgoing migration","CROZ","Young","M",2,"2018-04-15","2018-05-31",384,83696.278184,25.2826115885417,127262,0.361410602356771,1.29379258515625,1.48341358676471,TRUE,0.340425531914894,74.198828177305,10.8626298502302,2367.60856706951,"Non breeder"
"217",71053,"2017","Returning migration","CROZ","Young","M",2,"2018-08-16","2018-10-26",4545,726910.32284,38.2008312387239,1249754,0.346375484128053,1.14965370231023,1.43901927945946,TRUE,2.45941558441558,393.349741796537,13.0921765403431,2093.91381201741,"Non breeder"
"218",71053,"2018","Returning migration","CROZ","Young","M",3,"2019-08-16","2019-10-31",7139,1299050.593156,43.7935788667881,1891278,0.355692843940566,1.28101415495167,1.26453581690141,TRUE,3.86309523809524,702.949455170996,13.588906548905,2472.71005920949,"Failed breeder"
"219",71053,"2018","Outgoing migration","CROZ","Young","M",3,"2019-04-15","2019-05-31",877,177537.321204,27.9837622234892,278497,0.356880317058153,1.2789178036488,1.40773636527778,TRUE,0.777482269503546,157.391242202128,11.336567359792,2294.94161996144,"Failed breeder"
"220",71053,"2018","Moult","CROZ","Young","M",3,"2019-02-01","2019-04-14",1031,277977.556048,21.388218128031,394414,0.330985450608632,1.33859583239573,1.4802838192623,TRUE,0.588470319634703,158.662988611872,9.41041646594695,2537.23042734994,"Failed breeder"
"221",71053,"2018","Incubation","CROZ","Young","M",3,"2018-11-13","2018-12-08",5148,619512.953478,40.0392827583528,778343,0.318003318336674,1.33153071274281,1.40611397598253,TRUE,4.76666666666667,573.623105072222,23.8105822240323,2865.37764522942,"Failed breeder"
"222",71053,"2018","Migration max","CROZ","Young","M",3,"2019-06-05","2019-08-15",4573,969547.992884,77.8780019352723,1061565,0.291794095895386,1.37267262385742,1.66801498245614,TRUE,2.50712719298246,531.550434695175,15.5080470814317,3287.95012494044,"Failed breeder"
"223",71053,"2018","Chick rearing","CROZ","Young","M",3,"2018-12-23","2019-01-31",2580,336293.140338,24.7081454457364,589886,0.341677597797171,1.25506492065891,1.43998589735849,TRUE,2.28723404255319,298.132216611702,15.7454152158214,2052.35470110632,"Failed breeder"
"224",71475,"2016","Returning migration","CROZ","Young","M",1,"2017-08-16","2017-10-31",6097,901276.182612,48.4375329293095,1507968,0.392874745008627,1.29959394721994,1.30287905851064,TRUE,3.29924242424242,487.703562019481,14.5554812834225,2151.63336185065,"Failed breeder"
"225",71475,"2016","Moult","CROZ","Young","M",1,"2017-02-01","2017-04-14",4483,518949.318444,34.6799878652688,771259,0.375436404291167,1.40699860263217,1.51717624099379,TRUE,2.5587899543379,296.203948883562,20.9252663502144,2422.29594260605,"Failed breeder"
"226",71475,"2016","Outgoing migration","CROZ","Young","M",1,"2017-04-15","2017-05-31",744,135413.118018,22.4613876747312,285866,0.387271673366801,1.19581050349462,1.34445535730337,TRUE,0.659574468085106,120.047090441489,9.3694248354124,1705.29977284742,"Failed breeder"
"227",71475,"2016","Migration max","CROZ","Young","M",1,"2017-06-01","2017-08-15",6333,1089557.165726,68.6358310847939,1551308,0.385145412504674,1.43400207483025,1.60304252156863,TRUE,3.47203947368421,597.344937349781,14.6965012750531,2528.45069877394,"Failed breeder"
"228",71475,"2017","Migration max","CROZ","Young","M",2,"2018-06-01","2018-08-15",7812,868501.49031,44.8852238824885,1151976,0.424898974130261,1.48456967233743,1.53639981335616,TRUE,4.28289473684211,476.152132845395,24.4130086043459,2714.12370146253,"Non breeder"
"229",71475,"2017","Moult","CROZ","Young","M",2,"2018-02-01","2018-04-14",5520,684296.261004,33.6258832101449,833348,0.360902819927174,1.4785668065954,1.49687742518797,TRUE,3.15068493150685,390.580057650685,23.8459803107465,2956.10782003965,"Non breeder"
"230",71475,"2017","Chick rearing","CROZ","Young","M",2,"2018-01-05","2018-01-31",3894,427295.267874,32.455076684643,669467,0.380864609473292,1.28857870552131,1.51617778086957,TRUE,3.45212765957447,378.807861590426,20.9396430294548,2297.74277798069,"Non breeder"
"231",71475,"2017","Outgoing migration","CROZ","Young","M",2,"2018-04-15","2018-05-31",2875,331719.71351,29.2181816556522,435031,0.413139562748522,1.55210263366957,1.53256095510204,TRUE,2.54875886524823,294.077760203901,23.7914079686275,2745.07096881831,"Non breeder"
"232",71475,"2017","Incubation","CROZ","Young","M",2,"2017-11-01","2017-12-14",5371,664769.512092,34.9163036231614,980566,0.349129787463415,1.45065837339415,1.57446149466667,TRUE,4.97314814814815,615.527326011111,19.7188154596427,2440.6008810536,"Non breeder"
"233",71475,"2017","Returning migration","CROZ","Young","M",2,"2018-08-16","2018-10-31",7528,1038623.410982,31.2042886636557,1678048,0.410534818315223,1.30246562526567,1.46215718476954,TRUE,4.07359307359307,562.02565529329,16.1501935582296,2228.2105634256,"Non breeder"
"234",71475,"2018","Outgoing migration","CROZ","Young","M",3,"2019-04-15","2019-05-28",294,210278.421114,19.1806874489796,193274,0.427952941496599,1.49576465918367,1.44360931473684,TRUE,0.26063829787234,186.417039994681,5.47616337427693,3916.73125205874,"Successful breeder"
"235",71475,"2018","Returning migration","CROZ","Young","M",3,"2019-08-16","2019-10-31",12200,1879741.170326,58.2141460483607,2510904,0.408280073842,1.40863263031148,1.35225032482759,TRUE,6.6017316017316,1017.17595796861,17.4917081656646,2695.07245723994,"Successful breeder"
"236",71475,"2018","Moult","CROZ","Young","M",3,"2019-02-01","2019-04-14",3877,530143.94952,25.4695686535981,611470,0.366820787245809,1.51305613427908,1.49791463740458,TRUE,2.212899543379,302.593578493151,22.8256496639246,3121.19681795019,"Successful breeder"
"237",71475,"2018","Migration max","CROZ","Young","M",3,"2019-06-04","2019-08-15",6055,862767.452062,57.1503321535921,1145747,0.422000321205863,1.41867081753922,1.43000306319444,TRUE,3.31962719298246,473.008471525219,19.0251425489222,2710.86271875309,"Successful breeder"
"238",71475,"2018","Chick rearing","CROZ","Young","M",3,"2018-12-16","2019-01-31",6605,1060924.862948,57.3031547887964,1442374,0.356697544620439,1.4489834209084,1.42913418450704,TRUE,5.85549645390071,940.53622601773,16.4853221147913,2647.94672298086,"Successful breeder"
"239",71475,"2018","Incubation","CROZ","Young","M",3,"2018-11-03","2018-12-14",3923,415589.421366,39.45354315065,536543,0.364323534299771,1.50599258687229,1.59029488352273,TRUE,3.63240740740741,384.805019783333,26.3218418654236,2788.44736939556,"Successful breeder"
